age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,sexo,customer,balance_clp,morgage_loan,conversion,age_group
58,retired,divorced,secondary,no,no,yes,cellular,10,jul,48,2,-1,0,unknown,no,hombre,gu29301,268900.0,,0,"[50, 60)"
46,management,married,tertiary,no,yes,no,cellular,10,jul,292,1,-1,0,unknown,no,mujer,ce29214,269500.0,,0,"[40, 50)"
50,blue-collar,divorced,primary,no,no,yes,cellular,10,jul,369,6,-1,0,unknown,no,hombre,fb49685,224000.0,,0,"[50, 60)"
60,retired,divorced,tertiary,no,no,no,cellular,10,jul,100,1,-1,0,unknown,no,hombre,wi33723,272300.0,,0,"[60, 70)"
33,technician,married,tertiary,no,yes,no,cellular,10,jul,184,1,-1,0,unknown,no,hombre,ia18892,399600.0,,0,"[30, 40)"
48,blue-collar,divorced,secondary,no,yes,no,cellular,10,jul,285,1,-1,0,unknown,no,hombre,ws55807,459700.0,,0,"[40, 50)"
28,services,married,secondary,no,no,yes,cellular,10,jul,418,4,-1,0,unknown,no,hombre,fe53405,232200.0,,0,"[18, 30)"
57,retired,married,tertiary,no,no,no,telephone,10,jul,532,2,-1,0,unknown,no,mujer,vu23517,227900.0,,0,"[50, 60)"
56,retired,divorced,secondary,no,yes,no,cellular,10,jul,467,1,-1,0,unknown,no,hombre,zh44809,136000.0,,0,"[50, 60)"
34,admin.,married,secondary,no,yes,no,telephone,10,jul,38,1,-1,0,unknown,no,mujer,gd73173,225000.0,,0,"[30, 40)"
35,management,single,tertiary,no,no,yes,cellular,10,jul,220,1,-1,0,unknown,no,mujer,dr42348,254200.0,,0,"[30, 40)"
47,technician,married,secondary,no,yes,no,cellular,10,jul,330,1,-1,0,unknown,no,hombre,id96943,449600.0,,0,"[40, 50)"
41,blue-collar,married,secondary,no,yes,no,cellular,10,jul,584,1,-1,0,unknown,yes,hombre,yu64281,551700.0,165510.0,1,"[40, 50)"
51,blue-collar,divorced,primary,no,yes,no,cellular,10,jul,613,1,-1,0,unknown,no,hombre,ts74925,348600.0,,0,"[50, 60)"
27,blue-collar,single,secondary,no,no,no,cellular,10,jul,152,6,-1,0,unknown,no,,qw07198,229800.0,,0,"[18, 30)"
56,admin.,divorced,primary,no,no,yes,cellular,10,jul,542,1,-1,0,unknown,no,hombre,vm63141,225000.0,,0,"[50, 60)"
42,unknown,married,secondary,no,yes,no,cellular,10,jul,210,1,-1,0,unknown,no,mujer,vk79352,295300.0,,0,"[40, 50)"
32,blue-collar,divorced,secondary,no,yes,yes,cellular,10,jul,120,1,-1,0,unknown,no,mujer,my94720,235700.0,,0,"[30, 40)"
41,blue-collar,married,secondary,no,yes,yes,cellular,10,jul,122,1,-1,0,,no,mujer,iq05274,264300.0,,0,"[40, 50)"
34,blue-collar,married,secondary,no,yes,no,cellular,10,jul,132,1,-1,0,unknown,no,mujer,ot39153,254000.0,,0,"[30, 40)"
48,management,married,tertiary,no,yes,no,cellular,10,jul,108,1,-1,0,unknown,no,mujer,rk00379,225000.0,,0,"[40, 50)"
36,management,married,tertiary,no,yes,yes,cellular,10,jul,80,1,-1,0,unknown,no,hombre,uw82127,303900.0,,0,"[30, 40)"
56,management,married,tertiary,no,yes,yes,cellular,10,jul,143,1,-1,0,unknown,no,mujer,xo64956,392400.0,,0,"[50, 60)"
32,admin.,divorced,secondary,no,no,no,cellular,10,jul,212,1,-1,0,unknown,no,hombre,tg85826,225000.0,,0,"[30, 40)"
43,blue-collar,married,primary,no,yes,no,cellular,10,jul,279,1,-1,0,,no,mujer,pt43692,421800.0,,0,"[40, 50)"
35,admin.,divorced,secondary,no,yes,no,cellular,10,jul,154,1,-1,0,unknown,no,hombre,gk15854,270400.0,,0,"[30, 40)"
56,services,married,primary,no,no,yes,cellular,10,jul,68,1,-1,0,,no,mujer,zh95718,321600.0,,0,"[50, 60)"
32,services,single,secondary,no,no,no,cellular,10,jul,182,1,-1,0,unknown,no,hombre,yl07907,222700.0,,0,"[30, 40)"
55,admin.,single,secondary,no,no,no,telephone,10,jul,123,1,-1,0,unknown,no,mujer,hb93791,289500.0,,0,"[50, 60)"
34,technician,single,secondary,no,no,no,telephone,10,jul,185,1,-1,0,unknown,no,hombre,jq98026,225000.0,,0,"[30, 40)"
38,management,divorced,tertiary,no,yes,no,cellular,10,jul,478,1,-1,0,unknown,no,mujer,rk65704,246900.0,,0,"[30, 40)"
55,retired,married,primary,no,no,yes,cellular,10,jul,136,1,-1,0,unknown,no,hombre,sf31706,263600.0,,0,"[50, 60)"
37,blue-collar,married,secondary,no,yes,no,telephone,10,jul,27,1,-1,0,unknown,no,mujer,ww26011,281300.0,,0,"[30, 40)"
56,services,divorced,secondary,no,no,no,cellular,10,jul,173,1,-1,0,unknown,no,mujer,qg30170,239000.0,,0,"[50, 60)"
37,admin.,single,secondary,no,no,yes,cellular,10,jul,259,1,-1,0,unknown,no,hombre,kf63007,198900.0,,0,"[30, 40)"
51,admin.,divorced,secondary,no,no,yes,cellular,10,jul,157,1,-1,0,unknown,no,mujer,cm14494,277000.0,,0,"[50, 60)"
40,blue-collar,married,secondary,no,no,no,cellular,10,jul,277,1,-1,0,unknown,no,mujer,yk61693,440800.0,,0,"[40, 50)"
33,management,married,tertiary,no,no,no,cellular,10,jul,526,1,-1,0,unknown,no,mujer,kj51847,234100.0,,0,"[30, 40)"
37,entrepreneur,married,tertiary,no,yes,no,cellular,10,jul,283,1,-1,0,unknown,no,,hd65195,247700.0,,0,"[30, 40)"
33,blue-collar,single,secondary,no,no,no,cellular,10,jul,506,3,-1,0,unknown,no,,th50669,216600.0,,0,"[30, 40)"
42,entrepreneur,divorced,tertiary,no,yes,no,cellular,10,jul,563,1,-1,0,unknown,no,mujer,yn30382,261700.0,,0,"[40, 50)"
54,admin.,divorced,secondary,no,no,yes,cellular,10,jul,66,1,-1,0,unknown,no,hombre,gj70442,304100.0,,0,"[50, 60)"
49,blue-collar,married,secondary,no,yes,yes,cellular,10,jul,579,1,-1,0,unknown,no,mujer,vv87729,337700.0,,0,"[40, 50)"
35,blue-collar,married,primary,no,yes,no,cellular,10,jul,421,1,-1,0,unknown,no,hombre,vl49568,225000.0,,0,"[30, 40)"
35,admin.,single,secondary,no,yes,no,cellular,10,jul,301,1,-1,0,,no,hombre,qs33521,245300.0,,0,"[30, 40)"
41,entrepreneur,divorced,secondary,no,yes,no,cellular,10,jul,188,1,-1,0,unknown,no,hombre,dc47177,222100.0,,0,"[40, 50)"
37,management,married,tertiary,no,yes,no,cellular,10,jul,123,1,-1,0,unknown,no,mujer,us66362,1543700.0,463110.0,0,"[30, 40)"
56,admin.,married,secondary,no,yes,no,cellular,10,jul,288,1,-1,0,,no,hombre,le19392,276000.0,,0,"[50, 60)"
36,blue-collar,married,secondary,no,no,no,cellular,10,jul,633,1,-1,0,unknown,no,mujer,tt17614,283000.0,,0,"[30, 40)"
36,management,single,tertiary,no,yes,no,cellular,10,jul,111,1,-1,0,unknown,no,hombre,qc51270,326300.0,,0,"[30, 40)"
34,admin.,divorced,secondary,no,no,no,cellular,10,jul,268,1,-1,0,unknown,no,mujer,ii87929,225000.0,,0,"[30, 40)"
40,blue-collar,single,secondary,no,yes,no,cellular,10,jul,262,1,-1,0,unknown,no,mujer,kp77420,357100.0,,0,"[40, 50)"
34,blue-collar,single,secondary,no,yes,no,cellular,10,jul,307,1,-1,0,unknown,no,mujer,vr10197,225000.0,,0,"[30, 40)"
34,self-employed,married,tertiary,no,no,no,cellular,10,jul,58,1,-1,0,unknown,no,mujer,hg64296,312000.0,,0,"[30, 40)"
38,admin.,married,secondary,no,yes,no,cellular,10,jul,446,1,-1,0,unknown,no,hombre,nu97554,251000.0,,0,"[30, 40)"
39,technician,single,secondary,no,yes,yes,cellular,10,jul,102,9,-1,0,unknown,no,hombre,nx51501,225300.0,,0,"[30, 40)"
37,housemaid,married,primary,no,yes,no,cellular,10,jul,151,1,-1,0,unknown,no,mujer,wi48646,241600.0,,0,"[30, 40)"
25,admin.,single,secondary,no,no,no,cellular,10,jul,133,1,-1,0,unknown,no,hombre,ew14473,226900.0,,0,"[18, 30)"
39,services,married,secondary,no,yes,no,cellular,10,jul,466,1,-1,0,unknown,no,mujer,vw15893,230400.0,,0,"[30, 40)"
36,services,divorced,secondary,no,yes,no,cellular,10,jul,226,1,-1,0,unknown,no,hombre,rb72413,233200.0,,0,"[30, 40)"
34,management,married,tertiary,no,yes,no,cellular,10,jul,380,1,-1,0,unknown,no,hombre,dg38509,283000.0,,0,"[30, 40)"
39,management,married,tertiary,no,no,no,cellular,10,jul,358,1,-1,0,unknown,no,mujer,xf11589,224600.0,,0,"[30, 40)"
33,blue-collar,married,secondary,no,no,no,cellular,10,jul,209,1,-1,0,unknown,no,hombre,up75865,403600.0,,0,"[30, 40)"
31,technician,married,secondary,no,yes,yes,cellular,10,jul,114,1,-1,0,,no,hombre,oe16477,225000.0,,0,"[30, 40)"
60,retired,divorced,tertiary,no,no,no,cellular,10,jul,421,6,-1,0,unknown,no,hombre,jr11568,438100.0,,0,"[60, 70)"
46,blue-collar,married,primary,no,yes,yes,cellular,10,jul,207,1,-1,0,unknown,no,hombre,rr18318,186200.0,,0,"[40, 50)"
49,housemaid,married,primary,no,no,no,telephone,10,jul,139,1,-1,0,unknown,no,mujer,ao38070,232800.0,,0,"[40, 50)"
31,blue-collar,married,primary,no,yes,yes,cellular,10,jul,112,1,-1,0,unknown,no,mujer,xo71180,225200.0,,0,"[30, 40)"
56,retired,divorced,secondary,no,yes,yes,cellular,10,jul,323,1,-1,0,,no,mujer,aw35530,252500.0,,0,"[50, 60)"
58,self-employed,married,secondary,no,no,no,cellular,10,jul,400,1,-1,0,unknown,no,hombre,dy15880,999400.0,,0,"[50, 60)"
32,,married,secondary,no,yes,yes,cellular,10,jul,428,1,-1,0,unknown,no,hombre,wd58954,225000.0,,0,"[30, 40)"
30,services,single,secondary,no,yes,no,cellular,10,jul,81,7,-1,0,unknown,no,hombre,rf11085,233500.0,,0,"[30, 40)"
29,self-employed,single,secondary,no,no,no,cellular,10,jul,313,1,-1,0,unknown,no,mujer,of10860,343600.0,,0,"[18, 30)"
28,admin.,single,secondary,no,no,yes,cellular,10,jul,720,2,-1,0,unknown,yes,mujer,je34351,208000.0,,1,"[18, 30)"
50,admin.,married,secondary,no,yes,no,cellular,10,jul,328,1,-1,0,unknown,no,mujer,rh09064,212000.0,,0,"[50, 60)"
60,management,married,tertiary,no,no,yes,cellular,10,jul,361,2,-1,0,unknown,no,hombre,fb06773,259000.0,,0,"[60, 70)"
25,unemployed,married,tertiary,no,no,yes,telephone,10,jul,45,1,-1,0,unknown,no,hombre,nl81961,236800.0,,0,"[18, 30)"
46,unemployed,married,tertiary,no,yes,no,cellular,10,jul,85,1,-1,0,unknown,no,hombre,xv21122,225000.0,,0,"[40, 50)"
57,housemaid,married,secondary,no,yes,no,telephone,10,jul,73,1,-1,0,,no,mujer,ig70238,240800.0,,0,"[50, 60)"
26,technician,single,tertiary,no,yes,no,cellular,10,jul,486,1,-1,0,unknown,no,hombre,dc51091,242000.0,,0,"[18, 30)"
57,admin.,married,secondary,no,no,no,telephone,10,jul,144,2,-1,0,unknown,no,hombre,cg73628,225200.0,,0,"[50, 60)"
56,retired,married,tertiary,no,no,no,telephone,10,jul,83,1,-1,0,unknown,no,hombre,ca10187,233900.0,,0,"[50, 60)"
56,management,married,tertiary,no,no,no,telephone,10,jul,123,1,-1,0,unknown,no,mujer,du52676,283600.0,,0,"[50, 60)"
53,retired,married,primary,no,no,yes,cellular,10,jul,190,1,-1,0,unknown,no,hombre,wf33340,231100.0,,0,"[50, 60)"
58,retired,married,secondary,no,no,no,telephone,10,jul,445,1,-1,0,,no,hombre,fo73067,331700.0,,0,"[50, 60)"
44,technician,married,secondary,no,yes,no,cellular,10,jul,81,3,-1,0,,no,hombre,zc43204,456600.0,,0,"[40, 50)"
58,retired,divorced,primary,no,no,yes,cellular,10,jul,161,5,-1,0,unknown,no,hombre,af99143,226100.0,,0,"[50, 60)"
27,,single,secondary,no,no,no,telephone,10,jul,245,1,-1,0,unknown,no,hombre,fy43166,233700.0,,0,"[18, 30)"
29,technician,single,secondary,no,no,yes,telephone,10,jul,45,1,-1,0,unknown,no,mujer,za42614,396400.0,,0,"[18, 30)"
35,services,divorced,secondary,no,no,no,cellular,10,jul,228,1,-1,0,unknown,no,mujer,qa43281,174600.0,,0,"[30, 40)"
59,blue-collar,divorced,unknown,no,yes,no,cellular,10,jul,293,1,-1,0,unknown,no,hombre,ie52003,270400.0,,0,"[50, 60)"
29,blue-collar,married,secondary,no,yes,yes,cellular,10,jul,627,1,-1,0,unknown,yes,hombre,sr43549,225800.0,,1,"[18, 30)"
34,admin.,married,secondary,no,yes,yes,telephone,10,jul,92,1,-1,0,unknown,no,mujer,gw65414,462800.0,,0,"[30, 40)"
30,entrepreneur,married,secondary,no,no,yes,cellular,10,jul,244,1,-1,0,unknown,no,mujer,gc04496,341000.0,,0,"[30, 40)"
25,blue-collar,single,secondary,no,no,yes,cellular,10,jul,1341,7,-1,0,unknown,yes,mujer,ic03916,349300.0,,1,"[18, 30)"
30,blue-collar,single,secondary,no,yes,no,cellular,10,jul,634,1,-1,0,unknown,yes,,wu35479,384800.0,,1,"[30, 40)"
54,management,married,tertiary,no,yes,no,cellular,10,jul,144,1,-1,0,unknown,no,hombre,tb63576,225000.0,,0,"[50, 60)"
36,admin.,married,secondary,no,yes,yes,cellular,10,jul,148,1,-1,0,unknown,no,hombre,eu64220,303600.0,,0,"[30, 40)"
53,blue-collar,married,secondary,no,yes,yes,cellular,10,jul,197,1,-1,0,unknown,no,mujer,ho09448,293400.0,,0,"[50, 60)"
26,admin.,single,secondary,no,no,yes,cellular,10,jul,604,1,-1,0,unknown,no,mujer,gd38125,233100.0,,0,"[18, 30)"
31,housemaid,married,secondary,no,yes,no,cellular,10,jul,270,1,-1,0,,no,,xo93147,225000.0,,0,"[30, 40)"
33,management,married,tertiary,no,yes,no,cellular,10,jul,210,1,-1,0,unknown,no,mujer,gt58899,341300.0,,0,"[30, 40)"
32,blue-collar,married,secondary,no,no,no,cellular,10,jul,269,1,-1,0,unknown,no,hombre,iv14576,225000.0,,0,"[30, 40)"
45,admin.,married,secondary,no,yes,no,cellular,10,jul,446,1,-1,0,unknown,no,hombre,bt24095,363700.0,,0,"[40, 50)"
32,services,divorced,secondary,no,no,no,cellular,10,jul,71,1,-1,0,unknown,no,hombre,tz70106,251400.0,,0,"[30, 40)"
41,blue-collar,married,primary,no,yes,no,cellular,10,jul,121,1,-1,0,unknown,no,,mh35423,230400.0,,0,"[40, 50)"
37,blue-collar,divorced,secondary,yes,yes,no,cellular,10,jul,573,6,-1,0,unknown,no,hombre,df47884,219600.0,,0,"[30, 40)"
30,services,married,secondary,no,no,yes,cellular,10,jul,829,5,-1,0,unknown,yes,mujer,yy87704,225500.0,,1,"[30, 40)"
47,services,married,secondary,no,yes,no,cellular,10,jul,476,4,-1,0,unknown,yes,hombre,gy52587,261700.0,,1,"[40, 50)"
35,blue-collar,married,secondary,no,yes,no,telephone,10,jul,136,1,-1,0,unknown,no,mujer,du75588,285900.0,,0,"[30, 40)"
47,admin.,,secondary,no,no,yes,cellular,10,jul,360,17,-1,0,unknown,no,mujer,zd81380,338600.0,,0,"[40, 50)"
59,technician,married,secondary,no,yes,no,telephone,10,jul,96,1,-1,0,unknown,no,mujer,xo51994,317500.0,,0,"[50, 60)"
58,management,divorced,tertiary,no,no,no,telephone,10,jul,227,7,-1,0,unknown,no,hombre,yu65767,225000.0,,0,"[50, 60)"
57,admin.,divorced,secondary,no,no,no,cellular,10,jul,724,1,-1,0,unknown,yes,mujer,uc98694,290800.0,,1,"[50, 60)"
38,management,married,tertiary,no,yes,no,cellular,10,jul,500,1,-1,0,unknown,yes,mujer,gh56493,397200.0,,1,"[30, 40)"
34,management,married,secondary,no,no,yes,cellular,10,jul,559,2,-1,0,unknown,no,mujer,us40016,512700.0,,0,"[30, 40)"
28,blue-collar,single,secondary,no,yes,no,cellular,10,jul,353,1,-1,0,unknown,no,hombre,qd53750,258900.0,,0,"[18, 30)"
54,technician,married,secondary,no,no,yes,cellular,10,jul,2029,1,-1,0,unknown,yes,hombre,km27438,193500.0,,1,"[50, 60)"
28,technician,married,tertiary,no,no,yes,cellular,10,jul,57,3,-1,0,unknown,no,hombre,il67758,344800.0,,0,"[18, 30)"
37,blue-collar,married,secondary,no,no,yes,cellular,10,jul,351,2,-1,0,unknown,no,mujer,fn70013,225000.0,,0,"[30, 40)"
34,management,single,tertiary,no,yes,no,cellular,10,jul,129,1,-1,0,unknown,no,mujer,ag26824,342100.0,,0,"[30, 40)"
59,management,married,secondary,no,no,yes,cellular,10,jul,60,1,-1,0,unknown,no,hombre,cz06453,225000.0,,0,"[50, 60)"
29,admin.,married,secondary,no,yes,yes,cellular,10,jul,270,2,-1,0,unknown,no,hombre,zk94375,304500.0,,0,"[18, 30)"
46,blue-collar,married,secondary,yes,no,yes,cellular,10,jul,502,2,-1,0,unknown,no,hombre,ju92839,193100.0,,0,"[40, 50)"
49,,married,primary,no,no,no,cellular,10,jul,227,1,-1,0,unknown,no,hombre,ql82566,244200.0,,0,"[40, 50)"
25,blue-collar,single,primary,no,no,no,cellular,10,jul,1499,3,-1,0,unknown,yes,mujer,wy21143,473300.0,,1,"[18, 30)"
37,housemaid,single,primary,no,yes,no,cellular,10,jul,186,1,-1,0,unknown,no,mujer,bu95983,244900.0,,0,"[30, 40)"
58,technician,married,secondary,no,no,no,cellular,10,jul,82,5,-1,0,unknown,no,hombre,gj94131,245100.0,,0,"[50, 60)"
37,unemployed,single,tertiary,yes,yes,no,cellular,10,jul,108,1,-1,0,unknown,no,mujer,pc21104,225000.0,,0,"[30, 40)"
30,technician,married,tertiary,no,yes,yes,cellular,10,jul,81,6,-1,0,unknown,no,mujer,wv60693,358800.0,,0,"[30, 40)"
34,services,married,secondary,no,no,yes,cellular,10,jul,240,1,-1,0,unknown,no,hombre,wq99994,233000.0,,0,"[30, 40)"
50,services,married,secondary,yes,yes,no,cellular,10,jul,189,1,-1,0,unknown,no,hombre,uo74343,314200.0,,0,"[50, 60)"
41,entrepreneur,divorced,tertiary,no,no,no,cellular,10,jul,72,1,-1,0,unknown,no,hombre,uf52528,320800.0,,0,"[40, 50)"
50,blue-collar,married,primary,no,no,yes,telephone,10,jul,160,3,-1,0,unknown,no,hombre,zw75981,313800.0,,0,"[50, 60)"
44,admin.,single,secondary,no,yes,no,cellular,10,jul,99,1,-1,0,unknown,no,hombre,qp79341,214900.0,,0,"[40, 50)"
52,,single,tertiary,yes,no,yes,cellular,10,jul,340,1,-1,0,unknown,no,mujer,xt78758,173300.0,,0,"[50, 60)"
29,services,married,secondary,no,yes,no,cellular,10,jul,183,1,-1,0,unknown,no,mujer,fi52391,225300.0,,0,"[18, 30)"
49,blue-collar,married,secondary,no,no,yes,telephone,10,jul,564,2,-1,0,unknown,no,mujer,vq42680,225000.0,,0,"[40, 50)"
54,technician,divorced,secondary,no,no,yes,cellular,10,jul,151,4,-1,0,unknown,no,hombre,iu52696,238600.0,,0,"[50, 60)"
46,blue-collar,married,primary,no,no,yes,cellular,10,jul,90,9,-1,0,unknown,no,hombre,du70532,229400.0,,0,"[40, 50)"
30,technician,married,tertiary,no,no,no,cellular,10,jul,363,2,-1,0,unknown,no,hombre,py75997,234100.0,,0,"[30, 40)"
48,technician,married,secondary,no,yes,no,cellular,10,jul,114,1,-1,0,unknown,no,mujer,vv27572,270400.0,,0,"[40, 50)"
49,technician,married,tertiary,no,yes,no,cellular,10,jul,192,1,-1,0,unknown,no,hombre,rv52982,256800.0,,0,"[40, 50)"
30,technician,single,secondary,no,no,yes,cellular,10,jul,119,2,-1,0,unknown,no,mujer,qs31018,209400.0,,0,"[30, 40)"
37,admin.,divorced,secondary,no,yes,yes,cellular,10,jul,154,4,-1,0,unknown,no,mujer,rz20959,310900.0,,0,"[30, 40)"
29,blue-collar,single,secondary,no,no,yes,cellular,10,jul,171,1,-1,0,unknown,no,hombre,gd32432,807900.0,,0,"[18, 30)"
41,blue-collar,married,primary,no,yes,yes,telephone,10,jul,387,2,-1,0,unknown,no,mujer,ub39467,265700.0,,0,"[40, 50)"
35,services,married,secondary,no,yes,yes,cellular,10,jul,223,8,-1,0,unknown,no,hombre,lj84011,275100.0,,0,"[30, 40)"
35,services,married,secondary,no,no,yes,cellular,10,jul,480,4,-1,0,unknown,no,mujer,em49030,231300.0,,0,"[30, 40)"
45,blue-collar,married,primary,no,no,no,telephone,10,jul,156,7,-1,0,unknown,no,hombre,uy73716,339500.0,,0,"[40, 50)"
49,blue-collar,married,primary,no,yes,yes,telephone,10,jul,834,10,-1,0,unknown,no,hombre,sj10008,255500.0,,0,"[40, 50)"
51,self-employed,married,tertiary,no,yes,no,cellular,10,jul,412,1,-1,0,unknown,no,hombre,sc10329,237600.0,,0,"[50, 60)"
45,retired,married,primary,no,no,no,cellular,10,jul,164,5,-1,0,unknown,no,hombre,mj20341,222600.0,,0,"[40, 50)"
42,blue-collar,married,primary,no,yes,yes,cellular,10,jul,562,1,-1,0,,no,mujer,wc51881,184600.0,,0,"[40, 50)"
41,blue-collar,married,primary,no,no,no,cellular,10,jul,326,5,-1,0,unknown,no,mujer,ph16291,261200.0,,0,"[40, 50)"
27,student,single,secondary,no,yes,no,telephone,10,jul,127,1,-1,0,unknown,no,mujer,go07741,235600.0,,0,"[18, 30)"
36,blue-collar,married,secondary,no,yes,no,cellular,10,jul,290,2,-1,0,unknown,no,hombre,fa41887,282600.0,,0,"[30, 40)"
46,,married,secondary,no,yes,no,cellular,10,jul,185,1,-1,0,unknown,no,hombre,os00686,252800.0,,0,"[40, 50)"
37,services,single,secondary,no,yes,no,cellular,10,jul,118,1,-1,0,,no,hombre,nv61024,230400.0,,0,"[30, 40)"
37,management,single,tertiary,no,no,yes,cellular,10,jul,377,3,-1,0,unknown,no,hombre,hp28681,240900.0,,0,"[30, 40)"
33,admin.,married,secondary,no,no,no,telephone,10,jul,524,3,-1,0,unknown,no,hombre,fw39138,233900.0,,0,"[30, 40)"
37,blue-collar,married,secondary,no,no,yes,telephone,10,jul,85,6,-1,0,unknown,no,hombre,nf44095,270600.0,,0,"[30, 40)"
41,technician,married,secondary,no,yes,yes,cellular,10,jul,61,4,-1,0,unknown,no,mujer,zl93159,255500.0,,0,"[40, 50)"
60,housemaid,married,primary,no,yes,no,telephone,10,jul,180,3,-1,0,unknown,no,mujer,qe66128,301300.0,,0,"[60, 70)"
30,blue-collar,married,secondary,no,yes,yes,cellular,10,jul,1399,1,-1,0,,yes,hombre,lh34742,225000.0,,1,"[30, 40)"
52,unemployed,married,primary,no,no,yes,cellular,10,jul,374,3,-1,0,unknown,no,hombre,cw31770,250500.0,,0,"[50, 60)"
30,services,single,secondary,no,no,yes,cellular,10,jul,133,3,-1,0,unknown,no,hombre,zp96510,246100.0,,0,"[30, 40)"
26,management,single,tertiary,no,no,no,cellular,10,jul,1187,3,-1,0,unknown,yes,mujer,fb06823,229500.0,,1,"[18, 30)"
37,services,divorced,secondary,no,no,no,cellular,10,jul,460,1,-1,0,unknown,no,hombre,rf19593,238500.0,,0,"[30, 40)"
46,blue-collar,married,primary,no,yes,yes,telephone,10,jul,270,7,-1,0,unknown,no,hombre,hn03223,225100.0,,0,"[40, 50)"
44,blue-collar,married,primary,no,no,no,cellular,10,jul,338,9,-1,0,unknown,no,mujer,xv37948,225600.0,,0,"[40, 50)"
29,technician,single,secondary,no,no,yes,cellular,10,jul,171,5,-1,0,unknown,no,hombre,zx95172,352700.0,,0,"[18, 30)"
26,services,single,secondary,no,no,no,cellular,10,jul,721,3,-1,0,unknown,no,mujer,vp96134,248500.0,,0,"[18, 30)"
33,blue-collar,married,secondary,no,no,no,cellular,10,jul,182,1,-1,0,unknown,no,mujer,xz28650,231600.0,,0,"[30, 40)"
31,student,married,primary,no,yes,no,cellular,10,jul,487,1,-1,0,unknown,yes,mujer,zf20413,229600.0,,1,"[30, 40)"
58,blue-collar,married,secondary,no,no,yes,telephone,10,jul,229,4,-1,0,unknown,no,mujer,sk29239,280600.0,,0,"[50, 60)"
54,technician,married,secondary,no,yes,no,cellular,10,jul,140,3,-1,0,unknown,no,mujer,mg35855,233900.0,,0,"[50, 60)"
39,,married,tertiary,no,no,no,cellular,10,jul,113,6,-1,0,unknown,no,mujer,jq07297,264700.0,,0,"[30, 40)"
44,management,married,tertiary,no,yes,yes,cellular,10,jul,109,5,-1,0,unknown,no,mujer,up14406,253400.0,,0,"[40, 50)"
32,management,single,tertiary,no,no,no,cellular,10,jul,55,6,-1,0,unknown,no,hombre,zc15442,227600.0,,0,"[30, 40)"
33,blue-collar,single,secondary,no,yes,yes,cellular,10,jul,184,3,-1,0,unknown,no,hombre,qv53318,235900.0,,0,"[30, 40)"
39,blue-collar,single,primary,no,no,no,telephone,10,jul,148,20,-1,0,unknown,no,mujer,gy82870,347000.0,,0,"[30, 40)"
37,management,married,tertiary,no,yes,no,cellular,10,jul,91,15,-1,0,,no,mujer,eg71468,365300.0,,0,"[30, 40)"
35,blue-collar,,secondary,no,no,yes,cellular,10,jul,144,5,-1,0,,no,hombre,og79698,252500.0,,0,"[30, 40)"
29,blue-collar,single,secondary,no,no,yes,cellular,10,jul,1097,3,-1,0,,yes,hombre,ss31095,273200.0,,1,"[18, 30)"
36,unknown,single,primary,no,no,no,telephone,10,jul,150,10,-1,0,unknown,no,hombre,zz94280,341500.0,,0,"[30, 40)"
25,student,single,tertiary,no,no,no,cellular,10,jul,300,3,-1,0,unknown,no,mujer,nj68752,213700.0,,0,"[18, 30)"
41,,married,primary,no,no,no,telephone,10,jul,465,7,-1,0,unknown,no,mujer,zc19681,,,0,"[40, 50)"
53,technician,married,unknown,no,no,no,cellular,10,jul,154,14,-1,0,unknown,no,hombre,ym71696,449200.0,,0,"[50, 60)"
53,entrepreneur,married,secondary,no,yes,no,telephone,10,jul,311,27,-1,0,unknown,no,hombre,vb87797,225000.0,,0,"[50, 60)"
27,entrepreneur,married,tertiary,no,no,no,cellular,10,jul,123,4,-1,0,unknown,no,hombre,mk98850,222700.0,,0,"[18, 30)"
29,management,married,tertiary,no,no,no,cellular,10,jul,176,1,-1,0,,no,hombre,pk35970,658600.0,,0,"[18, 30)"
52,blue-collar,married,primary,no,no,no,telephone,10,jul,924,5,-1,0,unknown,no,hombre,hb79527,,,0,"[50, 60)"
50,technician,married,secondary,no,no,no,cellular,10,jul,200,5,-1,0,unknown,no,hombre,ym64747,225400.0,,0,"[50, 60)"
33,admin.,married,secondary,no,no,no,cellular,10,jul,212,1,-1,0,,no,hombre,li34646,1316000.0,,0,"[30, 40)"
40,services,married,primary,no,yes,no,cellular,10,jul,258,1,-1,0,unknown,no,mujer,jq09095,260200.0,,0,"[40, 50)"
41,blue-collar,married,primary,no,yes,no,telephone,11,jul,117,1,-1,0,unknown,no,mujer,ia00342,262200.0,,0,"[40, 50)"
39,housemaid,married,primary,no,no,no,cellular,11,jul,194,3,-1,0,unknown,no,mujer,ec35296,471000.0,,0,"[30, 40)"
29,admin.,married,secondary,no,no,yes,cellular,11,jul,114,1,-1,0,,no,hombre,un18797,236100.0,,0,"[18, 30)"
41,technician,single,secondary,no,yes,yes,cellular,11,jul,215,1,-1,0,unknown,no,hombre,kv83062,163200.0,,0,"[40, 50)"
30,admin.,single,tertiary,no,no,yes,cellular,11,jul,58,1,-1,0,unknown,no,hombre,bd90071,225500.0,,0,"[30, 40)"
48,self-employed,married,secondary,no,yes,no,cellular,11,jul,175,1,-1,0,unknown,no,mujer,fd76687,143300.0,,0,"[40, 50)"
